Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^VIX,^VIX,^VIX,^VIX,^VIX,^VIX
Date,,,,,,
2024-11-15 00:00:00+00:00,16.139999389648438,16.139999389648438,17.549999237060547,14.5600004196167,15.020000457763672,0
2024-11-14 00:00:00+00:00,14.3100004196167,14.3100004196167,14.319999694824219,13.59000015258789,14.170000076293945,0
2024-11-13 00:00:00+00:00,14.020000457763672,14.020000457763672,15.260000228881836,13.770000457763672,15.09000015258789,0
2024-11-12 00:00:00+00:00,14.710000038146973,14.710000038146973,15.369999885559082,14.6899995803833,15.09000015258789,0
2024-11-11 00:00:00+00:00,14.970000267028809,14.970000267028809,15.5600004196167,14.890000343322754,15.329999923706055,0
2024-11-08 00:00:00+00:00,14.9399995803833,14.9399995803833,15.329999923706055,14.65999984741211,15.130000114440918,0
2024-11-07 00:00:00+00:00,15.199999809265137,15.199999809265137,15.859999656677246,15.130000114440918,15.859999656677246,0
2024-11-06 00:00:00+00:00,16.270000457763672,16.270000457763672,16.81999969482422,15.4399995803833,16.059999465942383,0
2024-11-05 00:00:00+00:00,20.489999771118164,20.489999771118164,22.059999465942383,20.200000762939453,21.979999542236328,0
2024-11-04 00:00:00+00:00,21.979999542236328,21.979999542236328,23.06999969482422,21.729999542236328,22.5,0
2024-11-01 00:00:00+00:00,21.8799991607666,21.8799991607666,23.09000015258789,21.15999984741211,22.959999084472656,0
